"interaction","name","selected","shared interaction","shared name"
"interacts with","YWHAB (interacts with) MEX3C","false","interacts with","YWHAB (interacts with) MEX3C"
"interacts with","YWHAB (interacts with) PLEKHA7","false","interacts with","YWHAB (interacts with) PLEKHA7"
"interacts with","YWHAB (interacts with) MAST2","false","interacts with","YWHAB (interacts with) MAST2"
"interacts with","YWHAB (interacts with) WWC2","false","interacts with","YWHAB (interacts with) WWC2"
"interacts with","YWHAB (interacts with) CDC42BPG","false","interacts with","YWHAB (interacts with) CDC42BPG"
"interacts with","YWHAB (interacts with) KIAA0930","false","interacts with","YWHAB (interacts with) KIAA0930"
"interacts with","YWHAB (interacts with) RHBDF2","false","interacts with","YWHAB (interacts with) RHBDF2"
"interacts with","YWHAB (interacts with) TRAF7","false","interacts with","YWHAB (interacts with) TRAF7"
"interacts with","YWHAB (interacts with) RICTOR","false","interacts with","YWHAB (interacts with) RICTOR"
"interacts with","YWHAB (interacts with) FAM117B","false","interacts with","YWHAB (interacts with) FAM117B"
"interacts with","YWHAB (interacts with) KLC3","false","interacts with","YWHAB (interacts with) KLC3"
"interacts with","YWHAB (interacts with) PPIP5K1","false","interacts with","YWHAB (interacts with) PPIP5K1"
"interacts with","YWHAB (interacts with) MEX3B","false","interacts with","YWHAB (interacts with) MEX3B"
"interacts with","YWHAB (interacts with) RIPOR1","false","interacts with","YWHAB (interacts with) RIPOR1"
"interacts with","YWHAB (interacts with) CRTC3","false","interacts with","YWHAB (interacts with) CRTC3"
"interacts with","YWHAB (interacts with) MPRIP","false","interacts with","YWHAB (interacts with) MPRIP"
"interacts with","YWHAB (interacts with) RAB11FIP1","false","interacts with","YWHAB (interacts with) RAB11FIP1"
"interacts with","YWHAB (interacts with) MARK2","false","interacts with","YWHAB (interacts with) MARK2"
"interacts with","YWHAB (interacts with) SH3BP5L","false","interacts with","YWHAB (interacts with) SH3BP5L"
"interacts with","YWHAB (interacts with) KCTD8","false","interacts with","YWHAB (interacts with) KCTD8"
"interacts with","YWHAB (interacts with) SSH2","false","interacts with","YWHAB (interacts with) SSH2"
"interacts with","YWHAB (interacts with) CLASP1","false","interacts with","YWHAB (interacts with) CLASP1"
"interacts with","YWHAB (interacts with) PHLDB2","false","interacts with","YWHAB (interacts with) PHLDB2"
"interacts with","YWHAB (interacts with) TBC1D1","false","interacts with","YWHAB (interacts with) TBC1D1"
"interacts with","YWHAB (interacts with) PABIR2","false","interacts with","YWHAB (interacts with) PABIR2"
"interacts with","YWHAB (interacts with) DENND4A","false","interacts with","YWHAB (interacts with) DENND4A"
"interacts with","YWHAB (interacts with) LSR","false","interacts with","YWHAB (interacts with) LSR"
"interacts with","YWHAB (interacts with) PTOV1","false","interacts with","YWHAB (interacts with) PTOV1"
"interacts with","YWHAB (interacts with) PRAG1","false","interacts with","YWHAB (interacts with) PRAG1"
"interacts with","YWHAB (interacts with) PPFIBP1","false","interacts with","YWHAB (interacts with) PPFIBP1"
"interacts with","YWHAB (interacts with) CDR2L","false","interacts with","YWHAB (interacts with) CDR2L"
"interacts with","YWHAB (interacts with) RALGPS2","false","interacts with","YWHAB (interacts with) RALGPS2"
"interacts with","YWHAB (interacts with) WWC1","false","interacts with","YWHAB (interacts with) WWC1"
"interacts with","YWHAB (interacts with) PHACTR4","false","interacts with","YWHAB (interacts with) PHACTR4"
"interacts with","YWHAB (interacts with) DCP1B","false","interacts with","YWHAB (interacts with) DCP1B"
"interacts with","YWHAB (interacts with) RHPN2","false","interacts with","YWHAB (interacts with) RHPN2"
"interacts with","YWHAB (interacts with) ERC1","false","interacts with","YWHAB (interacts with) ERC1"
"interacts with","YWHAB (interacts with) MYO18B","false","interacts with","YWHAB (interacts with) MYO18B"
"interacts with","YWHAB (interacts with) CLIP4","false","interacts with","YWHAB (interacts with) CLIP4"
"interacts with","YWHAB (interacts with) MICALL1","false","interacts with","YWHAB (interacts with) MICALL1"
"interacts with","YWHAB (interacts with) RPTOR","false","interacts with","YWHAB (interacts with) RPTOR"
"interacts with","YWHAB (interacts with) CBARP","false","interacts with","YWHAB (interacts with) CBARP"
"interacts with","YWHAB (interacts with) CCNY","false","interacts with","YWHAB (interacts with) CCNY"
"interacts with","YWHAB (interacts with) PIK3C3","false","interacts with","YWHAB (interacts with) PIK3C3"
"interacts with","YWHAB (interacts with) CCNYL1","false","interacts with","YWHAB (interacts with) CCNYL1"
"interacts with","YWHAB (interacts with) CEP112","false","interacts with","YWHAB (interacts with) CEP112"
"interacts with","YWHAB (interacts with) PARD3","false","interacts with","YWHAB (interacts with) PARD3"
"interacts with","YWHAB (interacts with) SHROOM3","false","interacts with","YWHAB (interacts with) SHROOM3"
"interacts with","YWHAB (interacts with) RASSF8","false","interacts with","YWHAB (interacts with) RASSF8"
"interacts with","YWHAB (interacts with) SHKBP1","false","interacts with","YWHAB (interacts with) SHKBP1"
"interacts with","YWHAB (interacts with) PLEKHO2","false","interacts with","YWHAB (interacts with) PLEKHO2"
"interacts with","YWHAB (interacts with) DLG5","false","interacts with","YWHAB (interacts with) DLG5"
"interacts with","YWHAB (interacts with) LPIN2","false","interacts with","YWHAB (interacts with) LPIN2"
"interacts with","YWHAB (interacts with) TSC1","false","interacts with","YWHAB (interacts with) TSC1"
"interacts with","YWHAB (interacts with) ANKS1A","false","interacts with","YWHAB (interacts with) ANKS1A"
"interacts with","YWHAB (interacts with) HDAC7","false","interacts with","YWHAB (interacts with) HDAC7"
"interacts with","YWHAB (interacts with) TRAPPC14","false","interacts with","YWHAB (interacts with) TRAPPC14"
"interacts with","YWHAB (interacts with) LMO7","false","interacts with","YWHAB (interacts with) LMO7"
"interacts with","YWHAB (interacts with) EDC3","false","interacts with","YWHAB (interacts with) EDC3"
"interacts with","YWHAB (interacts with) SIPA1","false","interacts with","YWHAB (interacts with) SIPA1"
"interacts with","YWHAB (interacts with) AJUBA","false","interacts with","YWHAB (interacts with) AJUBA"
"interacts with","YWHAB (interacts with) BAD","false","interacts with","YWHAB (interacts with) BAD"
"interacts with","YWHAB (interacts with) AKT1S1","false","interacts with","YWHAB (interacts with) AKT1S1"
"interacts with","YWHAB (interacts with) RHBDF1","false","interacts with","YWHAB (interacts with) RHBDF1"
"interacts with","YWHAB (interacts with) NEDD4L","false","interacts with","YWHAB (interacts with) NEDD4L"
"interacts with","YWHAB (interacts with) SYNGAP1","false","interacts with","YWHAB (interacts with) SYNGAP1"
"interacts with","YWHAB (interacts with) NEK1","false","interacts with","YWHAB (interacts with) NEK1"
"interacts with","YWHAB (interacts with) DOCK7","false","interacts with","YWHAB (interacts with) DOCK7"
"interacts with","YWHAB (interacts with) FRMD6","false","interacts with","YWHAB (interacts with) FRMD6"
"interacts with","YWHAB (interacts with) ARHGEF17","false","interacts with","YWHAB (interacts with) ARHGEF17"
"interacts with","YWHAB (interacts with) TESK2","false","interacts with","YWHAB (interacts with) TESK2"
"interacts with","YWHAB (interacts with) PIK3R4","false","interacts with","YWHAB (interacts with) PIK3R4"
"interacts with","YWHAB (interacts with) C12orf57","false","interacts with","YWHAB (interacts with) C12orf57"
"interacts with","YWHAB (interacts with) ALS2","false","interacts with","YWHAB (interacts with) ALS2"
"interacts with","YWHAB (interacts with) CIC","false","interacts with","YWHAB (interacts with) CIC"
"interacts with","YWHAB (interacts with) LPIN3","false","interacts with","YWHAB (interacts with) LPIN3"
"interacts with","YWHAB (interacts with) CARD10","false","interacts with","YWHAB (interacts with) CARD10"
"interacts with","YWHAB (interacts with) TANC1","false","interacts with","YWHAB (interacts with) TANC1"
"interacts with","YWHAB (interacts with) MAP3K3","false","interacts with","YWHAB (interacts with) MAP3K3"
"interacts with","YWHAB (interacts with) MAPKAP1","false","interacts with","YWHAB (interacts with) MAPKAP1"
"interacts with","YWHAB (interacts with) ISCU","false","interacts with","YWHAB (interacts with) ISCU"
"interacts with","YWHAB (interacts with) GAN","false","interacts with","YWHAB (interacts with) GAN"
"interacts with","YWHAB (interacts with) WWTR1","false","interacts with","YWHAB (interacts with) WWTR1"
"interacts with","YWHAB (interacts with) KLC2","false","interacts with","YWHAB (interacts with) KLC2"
"interacts with","YWHAB (interacts with) RACGAP1","false","interacts with","YWHAB (interacts with) RACGAP1"
"interacts with","YWHAB (interacts with) BICC1","false","interacts with","YWHAB (interacts with) BICC1"
"interacts with","YWHAB (interacts with) REEP4","false","interacts with","YWHAB (interacts with) REEP4"
"interacts with","YWHAB (interacts with) PEAK1","false","interacts with","YWHAB (interacts with) PEAK1"
"interacts with","YWHAB (interacts with) SEMA6B","false","interacts with","YWHAB (interacts with) SEMA6B"
"interacts with","YWHAB (interacts with) WNK1","false","interacts with","YWHAB (interacts with) WNK1"
"interacts with","YWHAB (interacts with) OSBPL3","false","interacts with","YWHAB (interacts with) OSBPL3"
"interacts with","YWHAB (interacts with) DCP1A","false","interacts with","YWHAB (interacts with) DCP1A"
"interacts with","YWHAB (interacts with) HOMER3","false","interacts with","YWHAB (interacts with) HOMER3"
"interacts with","YWHAB (interacts with) KLC4","false","interacts with","YWHAB (interacts with) KLC4"
"interacts with","YWHAB (interacts with) PPP1R3E","false","interacts with","YWHAB (interacts with) PPP1R3E"
"interacts with","YWHAB (interacts with) TNS1","false","interacts with","YWHAB (interacts with) TNS1"
"interacts with","YWHAB (interacts with) TANC2","false","interacts with","YWHAB (interacts with) TANC2"
"interacts with","YWHAB (interacts with) FAM53C","false","interacts with","YWHAB (interacts with) FAM53C"
"interacts with","YWHAB (interacts with) MAP3K20","false","interacts with","YWHAB (interacts with) MAP3K20"
"interacts with","YWHAB (interacts with) MTMR4","false","interacts with","YWHAB (interacts with) MTMR4"
"interacts with","YWHAB (interacts with) ABI2","false","interacts with","YWHAB (interacts with) ABI2"
"interacts with","YWHAB (interacts with) PAK5","false","interacts with","YWHAB (interacts with) PAK5"
"interacts with","YWHAB (interacts with) CGN","false","interacts with","YWHAB (interacts with) CGN"
"interacts with","YWHAB (interacts with) RAI14","false","interacts with","YWHAB (interacts with) RAI14"
"interacts with","YWHAB (interacts with) MARK1","false","interacts with","YWHAB (interacts with) MARK1"
"interacts with","YWHAB (interacts with) ARHGAP23","false","interacts with","YWHAB (interacts with) ARHGAP23"
"interacts with","YWHAB (interacts with) PI4KB","false","interacts with","YWHAB (interacts with) PI4KB"
"interacts with","YWHAB (interacts with) TJP2","false","interacts with","YWHAB (interacts with) TJP2"
"interacts with","YWHAB (interacts with) RASAL2","false","interacts with","YWHAB (interacts with) RASAL2"
"interacts with","YWHAB (interacts with) HECW2","false","interacts with","YWHAB (interacts with) HECW2"
"interacts with","YWHAB (interacts with) FRMD4A","false","interacts with","YWHAB (interacts with) FRMD4A"
"interacts with","YWHAB (interacts with) UVRAG","false","interacts with","YWHAB (interacts with) UVRAG"
"interacts with","YWHAB (interacts with) PPM1H","false","interacts with","YWHAB (interacts with) PPM1H"
"interacts with","YWHAB (interacts with) SAMD4A","false","interacts with","YWHAB (interacts with) SAMD4A"
"interacts with","YWHAB (interacts with) GAB2","false","interacts with","YWHAB (interacts with) GAB2"
"interacts with","YWHAB (interacts with) ERRFI1","false","interacts with","YWHAB (interacts with) ERRFI1"
"interacts with","YWHAB (interacts with) ZBTB21","false","interacts with","YWHAB (interacts with) ZBTB21"
"interacts with","YWHAB (interacts with) PLEKHH1","false","interacts with","YWHAB (interacts with) PLEKHH1"
"interacts with","YWHAB (interacts with) MAST1","false","interacts with","YWHAB (interacts with) MAST1"
"interacts with","YWHAB (interacts with) AMOTL2","false","interacts with","YWHAB (interacts with) AMOTL2"
"interacts with","YWHAB (interacts with) HDAC5","false","interacts with","YWHAB (interacts with) HDAC5"
"interacts with","YWHAB (interacts with) SH2B3","false","interacts with","YWHAB (interacts with) SH2B3"
"interacts with","YWHAB (interacts with) GRIP1","false","interacts with","YWHAB (interacts with) GRIP1"
"interacts with","YWHAB (interacts with) CEP170B","false","interacts with","YWHAB (interacts with) CEP170B"
"interacts with","YWHAB (interacts with) MAP3K2","false","interacts with","YWHAB (interacts with) MAP3K2"
"interacts with","YWHAB (interacts with) KLHDC2","false","interacts with","YWHAB (interacts with) KLHDC2"
"interacts with","YWHAB (interacts with) GIT1","false","interacts with","YWHAB (interacts with) GIT1"
"interacts with","YWHAB (interacts with) STARD13","false","interacts with","YWHAB (interacts with) STARD13"
"interacts with","TM2D3 (interacts with) TXNDC12","false","interacts with","TM2D3 (interacts with) TXNDC12"
"interacts with","TM2D3 (interacts with) C1QC","false","interacts with","TM2D3 (interacts with) C1QC"
"interacts with","YWHAB (interacts with) KCTD3","false","interacts with","YWHAB (interacts with) KCTD3"
"interacts with","YWHAB (interacts with) NUMBL","false","interacts with","YWHAB (interacts with) NUMBL"
"interacts with","YWHAB (interacts with) MAP3K4","false","interacts with","YWHAB (interacts with) MAP3K4"
"interacts with","EXOSC4 (interacts with) DNTTIP2","false","interacts with","EXOSC4 (interacts with) DNTTIP2"
"interacts with","EXOSC4 (interacts with) ZCCHC8","false","interacts with","EXOSC4 (interacts with) ZCCHC8"
"interacts with","EXOSC4 (interacts with) DIS3L","false","interacts with","EXOSC4 (interacts with) DIS3L"
"interacts with","TM2D3 (interacts with) PCNX1","false","interacts with","TM2D3 (interacts with) PCNX1"
"interacts with","EXOSC4 (interacts with) ZFC3H1","false","interacts with","EXOSC4 (interacts with) ZFC3H1"
"interacts with","EXOSC4 (interacts with) PC","false","interacts with","EXOSC4 (interacts with) PC"
"interacts with","EXOSC4 (interacts with) EXOSC2","false","interacts with","EXOSC4 (interacts with) EXOSC2"
"interacts with","EXOSC4 (interacts with) HBS1L","false","interacts with","EXOSC4 (interacts with) HBS1L"
"interacts with","UTP23 (interacts with) ZNF316","false","interacts with","UTP23 (interacts with) ZNF316"
"interacts with","UTP23 (interacts with) PHF14","false","interacts with","UTP23 (interacts with) PHF14"
"interacts with","UTP23 (interacts with) ZBTB11","false","interacts with","UTP23 (interacts with) ZBTB11"
"interacts with","EXOSC4 (interacts with) HDHD5","false","interacts with","EXOSC4 (interacts with) HDHD5"
"interacts with","EXOSC4 (interacts with) NRDE2","false","interacts with","EXOSC4 (interacts with) NRDE2"
"interacts with","EXOSC4 (interacts with) DIS3","false","interacts with","EXOSC4 (interacts with) DIS3"
"interacts with","UTP23 (interacts with) KRR1","false","interacts with","UTP23 (interacts with) KRR1"
"interacts with","UTP23 (interacts with) CBX2","false","interacts with","UTP23 (interacts with) CBX2"
"interacts with","UTP23 (interacts with) CEP78","false","interacts with","UTP23 (interacts with) CEP78"
"interacts with","UTP23 (interacts with) DNTTIP2","false","interacts with","UTP23 (interacts with) DNTTIP2"
"interacts with","UTP23 (interacts with) C1QC","false","interacts with","UTP23 (interacts with) C1QC"
"interacts with","UTP23 (interacts with) NPM1","false","interacts with","UTP23 (interacts with) NPM1"
"interacts with","UTP23 (interacts with) NOP14","false","interacts with","UTP23 (interacts with) NOP14"
"interacts with","UTP23 (interacts with) XPC","false","interacts with","UTP23 (interacts with) XPC"
"interacts with","UTP23 (interacts with) SERBP1","false","interacts with","UTP23 (interacts with) SERBP1"
"interacts with","UTP23 (interacts with) PYM1","false","interacts with","UTP23 (interacts with) PYM1"
"interacts with","UTP23 (interacts with) TRIM56","false","interacts with","UTP23 (interacts with) TRIM56"
"interacts with","UTP23 (interacts with) C1orf35","false","interacts with","UTP23 (interacts with) C1orf35"
"interacts with","UTP23 (interacts with) RBM26","false","interacts with","UTP23 (interacts with) RBM26"
"interacts with","UTP23 (interacts with) RSBN1","false","interacts with","UTP23 (interacts with) RSBN1"
"interacts with","UTP23 (interacts with) TUT7","false","interacts with","UTP23 (interacts with) TUT7"
"interacts with","UTP23 (interacts with) KRI1","false","interacts with","UTP23 (interacts with) KRI1"
"interacts with","UTP23 (interacts with) YBX2","false","interacts with","UTP23 (interacts with) YBX2"
"interacts with","UTP23 (interacts with) ACOT9","false","interacts with","UTP23 (interacts with) ACOT9"
"interacts with","TMED10 (interacts with) GCFC2","false","interacts with","TMED10 (interacts with) GCFC2"
"interacts with","UTP23 (interacts with) UTP14A","false","interacts with","UTP23 (interacts with) UTP14A"
"interacts with","UTP23 (interacts with) ANKZF1","false","interacts with","UTP23 (interacts with) ANKZF1"
"interacts with","UTP23 (interacts with) ZMYND8","false","interacts with","UTP23 (interacts with) ZMYND8"
"interacts with","UTP23 (interacts with) ZC3H4","false","interacts with","UTP23 (interacts with) ZC3H4"
"interacts with","TMED10 (interacts with) TMED4","false","interacts with","TMED10 (interacts with) TMED4"
"interacts with","TMED10 (interacts with) STRA6","false","interacts with","TMED10 (interacts with) STRA6"
"interacts with","TMED10 (interacts with) TMEM59","false","interacts with","TMED10 (interacts with) TMEM59"
"interacts with","TMED10 (interacts with) LNPEP","false","interacts with","TMED10 (interacts with) LNPEP"
"interacts with","TMED10 (interacts with) MAN1A1","false","interacts with","TMED10 (interacts with) MAN1A1"
"interacts with","TMED10 (interacts with) TMED1","false","interacts with","TMED10 (interacts with) TMED1"
"interacts with","TMED10 (interacts with) GOLGB1","false","interacts with","TMED10 (interacts with) GOLGB1"
"interacts with","TMED10 (interacts with) UBR3","false","interacts with","TMED10 (interacts with) UBR3"
"interacts with","TMED10 (interacts with) TMED7-TICAM2","false","interacts with","TMED10 (interacts with) TMED7-TICAM2"
"interacts with","TMED10 (interacts with) TMED3","false","interacts with","TMED10 (interacts with) TMED3"
"interacts with","YWHAQ (interacts with) PLEKHG3","false","interacts with","YWHAQ (interacts with) PLEKHG3"
"interacts with","YWHAQ (interacts with) FAM83G","false","interacts with","YWHAQ (interacts with) FAM83G"
"interacts with","TMED10 (interacts with) PA2G4","false","interacts with","TMED10 (interacts with) PA2G4"
"interacts with","TMED10 (interacts with) SLC9A8","false","interacts with","TMED10 (interacts with) SLC9A8"
"interacts with","YWHAQ (interacts with) CHEK1","false","interacts with","YWHAQ (interacts with) CHEK1"
"interacts with","YWHAQ (interacts with) RGS12","false","interacts with","YWHAQ (interacts with) RGS12"
"interacts with","YWHAQ (interacts with) SIPA1L1","false","interacts with","YWHAQ (interacts with) SIPA1L1"
"interacts with","YWHAQ (interacts with) PPIP5K2","false","interacts with","YWHAQ (interacts with) PPIP5K2"
"interacts with","YWHAQ (interacts with) ARHGAP32","false","interacts with","YWHAQ (interacts with) ARHGAP32"
"interacts with","YWHAQ (interacts with) PLK4","false","interacts with","YWHAQ (interacts with) PLK4"
"interacts with","YWHAQ (interacts with) ABLIM1","false","interacts with","YWHAQ (interacts with) ABLIM1"
"interacts with","YWHAQ (interacts with) KIF1B","false","interacts with","YWHAQ (interacts with) KIF1B"
"interacts with","YWHAQ (interacts with) SORBS3","false","interacts with","YWHAQ (interacts with) SORBS3"
"interacts with","YWHAQ (interacts with) PFKFB2","false","interacts with","YWHAQ (interacts with) PFKFB2"
"interacts with","YWHAQ (interacts with) SRGAP2","false","interacts with","YWHAQ (interacts with) SRGAP2"
"interacts with","YWHAQ (interacts with) WDR62","false","interacts with","YWHAQ (interacts with) WDR62"
"interacts with","YWHAQ (interacts with) CFAP410","false","interacts with","YWHAQ (interacts with) CFAP410"
"interacts with","YWHAQ (interacts with) KIF1C","false","interacts with","YWHAQ (interacts with) KIF1C"
"interacts with","YWHAQ (interacts with) SIPA1L3","false","interacts with","YWHAQ (interacts with) SIPA1L3"
"interacts with","YWHAQ (interacts with) CDK14","false","interacts with","YWHAQ (interacts with) CDK14"
"interacts with","YWHAQ (interacts with) EPN2","false","interacts with","YWHAQ (interacts with) EPN2"
"interacts with","YWHAQ (interacts with) SVIL","false","interacts with","YWHAQ (interacts with) SVIL"
"interacts with","YWHAQ (interacts with) PPP1R3D","false","interacts with","YWHAQ (interacts with) PPP1R3D"
"interacts with","YWHAQ (interacts with) CLASP2","false","interacts with","YWHAQ (interacts with) CLASP2"
"interacts with","YWHAQ (interacts with) GIGYF1","false","interacts with","YWHAQ (interacts with) GIGYF1"
"interacts with","YWHAQ (interacts with) SORBS2","false","interacts with","YWHAQ (interacts with) SORBS2"
"interacts with","YWHAQ (interacts with) FRYL","false","interacts with","YWHAQ (interacts with) FRYL"
"interacts with","YWHAQ (interacts with) ATXN1L","false","interacts with","YWHAQ (interacts with) ATXN1L"
"interacts with","YWHAQ (interacts with) ARAF","false","interacts with","YWHAQ (interacts with) ARAF"
"interacts with","YWHAQ (interacts with) EPB41","false","interacts with","YWHAQ (interacts with) EPB41"
"interacts with","YWHAQ (interacts with) HIVEP1","false","interacts with","YWHAQ (interacts with) HIVEP1"
"interacts with","YWHAQ (interacts with) LATS1","false","interacts with","YWHAQ (interacts with) LATS1"
"interacts with","YWHAQ (interacts with) PAK4","false","interacts with","YWHAQ (interacts with) PAK4"
"interacts with","YWHAQ (interacts with) RAF1","false","interacts with","YWHAQ (interacts with) RAF1"
"interacts with","YWHAQ (interacts with) CDC25B","false","interacts with","YWHAQ (interacts with) CDC25B"
"interacts with","YWHAQ (interacts with) HIVEP2","false","interacts with","YWHAQ (interacts with) HIVEP2"
"interacts with","YWHAQ (interacts with) KIF5B","false","interacts with","YWHAQ (interacts with) KIF5B"
"interacts with","YWHAQ (interacts with) IRS1","false","interacts with","YWHAQ (interacts with) IRS1"
"interacts with","YWHAQ (interacts with) TFE3","false","interacts with","YWHAQ (interacts with) TFE3"
"interacts with","YWHAQ (interacts with) PTPN3","false","interacts with","YWHAQ (interacts with) PTPN3"
"interacts with","YWHAQ (interacts with) MARK3","false","interacts with","YWHAQ (interacts with) MARK3"
"interacts with","YWHAQ (interacts with) ITPRID2","false","interacts with","YWHAQ (interacts with) ITPRID2"
"interacts with","YWHAQ (interacts with) ATXN1","false","interacts with","YWHAQ (interacts with) ATXN1"
"interacts with","YWHAQ (interacts with) HDAC4","false","interacts with","YWHAQ (interacts with) HDAC4"
"interacts with","YWHAQ (interacts with) KIF23","false","interacts with","YWHAQ (interacts with) KIF23"
"interacts with","YWHAQ (interacts with) RASSF7","false","interacts with","YWHAQ (interacts with) RASSF7"
"interacts with","YWHAQ (interacts with) USP8","false","interacts with","YWHAQ (interacts with) USP8"
"interacts with","YWHAQ (interacts with) YAP1","false","interacts with","YWHAQ (interacts with) YAP1"
"interacts with","YWHAQ (interacts with) ZFP36L2","false","interacts with","YWHAQ (interacts with) ZFP36L2"
"interacts with","YWHAQ (interacts with) TSC2","false","interacts with","YWHAQ (interacts with) TSC2"
"interacts with","YWHAQ (interacts with) SPIRE1","false","interacts with","YWHAQ (interacts with) SPIRE1"
"interacts with","YWHAQ (interacts with) AKAP13","false","interacts with","YWHAQ (interacts with) AKAP13"
"interacts with","YWHAQ (interacts with) PPIL2","false","interacts with","YWHAQ (interacts with) PPIL2"
"interacts with","YWHAQ (interacts with) MTMR3","false","interacts with","YWHAQ (interacts with) MTMR3"
"interacts with","YWHAQ (interacts with) CDK18","false","interacts with","YWHAQ (interacts with) CDK18"
"interacts with","YWHAQ (interacts with) ZFP36L1","false","interacts with","YWHAQ (interacts with) ZFP36L1"
"interacts with","YWHAQ (interacts with) KLC1","false","interacts with","YWHAQ (interacts with) KLC1"
"interacts with","YWHAQ (interacts with) DMTN","false","interacts with","YWHAQ (interacts with) DMTN"
"interacts with","YWHAQ (interacts with) GIT2","false","interacts with","YWHAQ (interacts with) GIT2"
"interacts with","YWHAQ (interacts with) ITPR3","false","interacts with","YWHAQ (interacts with) ITPR3"
"interacts with","YWHAQ (interacts with) LPIN1","false","interacts with","YWHAQ (interacts with) LPIN1"
"interacts with","YWHAQ (interacts with) TP53BP2","false","interacts with","YWHAQ (interacts with) TP53BP2"
"interacts with","YWHAQ (interacts with) DYRK1A","false","interacts with","YWHAQ (interacts with) DYRK1A"
"interacts with","YWHAQ (interacts with) SHROOM2","false","interacts with","YWHAQ (interacts with) SHROOM2"
"interacts with","YWHAQ (interacts with) ARHGEF7","false","interacts with","YWHAQ (interacts with) ARHGEF7"
"interacts with","YWHAQ (interacts with) KIF7","false","interacts with","YWHAQ (interacts with) KIF7"
"interacts with","YWHAQ (interacts with) SHROOM1","false","interacts with","YWHAQ (interacts with) SHROOM1"
"interacts with","YWHAQ (interacts with) EML3","false","interacts with","YWHAQ (interacts with) EML3"
"interacts with","YWHAQ (interacts with) INAVA","false","interacts with","YWHAQ (interacts with) INAVA"
"interacts with","YWHAQ (interacts with) R3HDM1","false","interacts with","YWHAQ (interacts with) R3HDM1"
"interacts with","YWHAQ (interacts with) PTPN14","false","interacts with","YWHAQ (interacts with) PTPN14"
"interacts with","YWHAQ (interacts with) SPEG","false","interacts with","YWHAQ (interacts with) SPEG"
"interacts with","YWHAQ (interacts with) PTPN21","false","interacts with","YWHAQ (interacts with) PTPN21"
"interacts with","YWHAQ (interacts with) ATAT1","false","interacts with","YWHAQ (interacts with) ATAT1"
"interacts with","YWHAQ (interacts with) ARHGAP21","false","interacts with","YWHAQ (interacts with) ARHGAP21"
"interacts with","YWHAQ (interacts with) FRY","false","interacts with","YWHAQ (interacts with) FRY"
"interacts with","YWHAQ (interacts with) VPS13D","false","interacts with","YWHAQ (interacts with) VPS13D"
"interacts with","YWHAQ (interacts with) CCDC88A","false","interacts with","YWHAQ (interacts with) CCDC88A"
"interacts with","YWHAQ (interacts with) CRTC2","false","interacts with","YWHAQ (interacts with) CRTC2"
"interacts with","YWHAQ (interacts with) MIIP","false","interacts with","YWHAQ (interacts with) MIIP"
"interacts with","YWHAQ (interacts with) SAMD4B","false","interacts with","YWHAQ (interacts with) SAMD4B"
"interacts with","YWHAQ (interacts with) KIAA0930","false","interacts with","YWHAQ (interacts with) KIAA0930"
"interacts with","YWHAQ (interacts with) PLEKHA7","false","interacts with","YWHAQ (interacts with) PLEKHA7"
"interacts with","YWHAQ (interacts with) MAST2","false","interacts with","YWHAQ (interacts with) MAST2"
"interacts with","YWHAQ (interacts with) PODNL1","false","interacts with","YWHAQ (interacts with) PODNL1"
"interacts with","YWHAQ (interacts with) DENND4C","false","interacts with","YWHAQ (interacts with) DENND4C"
"interacts with","YWHAQ (interacts with) TNS2","false","interacts with","YWHAQ (interacts with) TNS2"
"interacts with","YWHAQ (interacts with) WWC2","false","interacts with","YWHAQ (interacts with) WWC2"
"interacts with","YWHAQ (interacts with) CDC42BPG","false","interacts with","YWHAQ (interacts with) CDC42BPG"
"interacts with","YWHAQ (interacts with) SSH2","false","interacts with","YWHAQ (interacts with) SSH2"
"interacts with","YWHAQ (interacts with) MARK2","false","interacts with","YWHAQ (interacts with) MARK2"
"interacts with","YWHAQ (interacts with) TAOK1","false","interacts with","YWHAQ (interacts with) TAOK1"
"interacts with","YWHAQ (interacts with) SH3BP5L","false","interacts with","YWHAQ (interacts with) SH3BP5L"
"interacts with","YWHAQ (interacts with) RICTOR","false","interacts with","YWHAQ (interacts with) RICTOR"
"interacts with","YWHAQ (interacts with) MPRIP","false","interacts with","YWHAQ (interacts with) MPRIP"
"interacts with","YWHAQ (interacts with) SH2D5","false","interacts with","YWHAQ (interacts with) SH2D5"
"interacts with","YWHAQ (interacts with) PPFIBP1","false","interacts with","YWHAQ (interacts with) PPFIBP1"
"interacts with","YWHAQ (interacts with) CDR2L","false","interacts with","YWHAQ (interacts with) CDR2L"
"interacts with","YWHAQ (interacts with) RALGPS2","false","interacts with","YWHAQ (interacts with) RALGPS2"
"interacts with","YWHAQ (interacts with) LSR","false","interacts with","YWHAQ (interacts with) LSR"
"interacts with","YWHAQ (interacts with) DENND4A","false","interacts with","YWHAQ (interacts with) DENND4A"
"interacts with","YWHAQ (interacts with) CLASP1","false","interacts with","YWHAQ (interacts with) CLASP1"
"interacts with","YWHAQ (interacts with) PHLDB2","false","interacts with","YWHAQ (interacts with) PHLDB2"
"interacts with","YWHAQ (interacts with) TBC1D1","false","interacts with","YWHAQ (interacts with) TBC1D1"
"interacts with","YWHAQ (interacts with) WWC1","false","interacts with","YWHAQ (interacts with) WWC1"
