"interaction","name","selected","shared interaction","shared name"
"interacts with","STAMBP (interacts with) LUZP1","false","interacts with","STAMBP (interacts with) LUZP1"
"interacts with","STAMBP (interacts with) SYNPO","false","interacts with","STAMBP (interacts with) SYNPO"
"interacts with","STAMBP (interacts with) UPF2","false","interacts with","STAMBP (interacts with) UPF2"
"interacts with","RIBC1 (interacts with) OBI1","false","interacts with","RIBC1 (interacts with) OBI1"
"interacts with","RIBC1 (interacts with) CNOT9","false","interacts with","RIBC1 (interacts with) CNOT9"
"interacts with","RIBC1 (interacts with) CNOT6L","false","interacts with","RIBC1 (interacts with) CNOT6L"
"interacts with","RIBC1 (interacts with) TNKS1BP1","false","interacts with","RIBC1 (interacts with) TNKS1BP1"
"interacts with","RIBC1 (interacts with) CNOT1","false","interacts with","RIBC1 (interacts with) CNOT1"
"interacts with","RIBC1 (interacts with) CNOT3","false","interacts with","RIBC1 (interacts with) CNOT3"
"interacts with","RIBC1 (interacts with) LONP1","false","interacts with","RIBC1 (interacts with) LONP1"
"interacts with","RIBC1 (interacts with) BTG3","false","interacts with","RIBC1 (interacts with) BTG3"
"interacts with","RIBC1 (interacts with) CNOT11","false","interacts with","RIBC1 (interacts with) CNOT11"
"interacts with","SYT1 (interacts with) AP3B1","false","interacts with","SYT1 (interacts with) AP3B1"
"interacts with","SYT1 (interacts with) ABLIM1","false","interacts with","SYT1 (interacts with) ABLIM1"
"interacts with","SYT1 (interacts with) GPC4","false","interacts with","SYT1 (interacts with) GPC4"
"interacts with","RIBC1 (interacts with) CNOT10","false","interacts with","RIBC1 (interacts with) CNOT10"
"interacts with","RIBC1 (interacts with) CNOT2","false","interacts with","RIBC1 (interacts with) CNOT2"
"interacts with","RIBC1 (interacts with) CNOT8","false","interacts with","RIBC1 (interacts with) CNOT8"
"interacts with","RIBC1 (interacts with) CNOT7","false","interacts with","RIBC1 (interacts with) CNOT7"
"interacts with","SYT1 (interacts with) CDK11B","false","interacts with","SYT1 (interacts with) CDK11B"
"interacts with","SYT1 (interacts with) SDC4","false","interacts with","SYT1 (interacts with) SDC4"
"interacts with","SYT1 (interacts with) GPC1","false","interacts with","SYT1 (interacts with) GPC1"
"interacts with","SYT1 (interacts with) EIF2B2","false","interacts with","SYT1 (interacts with) EIF2B2"
"interacts with","SYT1 (interacts with) CLSTN1","false","interacts with","SYT1 (interacts with) CLSTN1"
"interacts with","SYT1 (interacts with) MAP3K6","false","interacts with","SYT1 (interacts with) MAP3K6"
"interacts with","SYT1 (interacts with) CENPB","false","interacts with","SYT1 (interacts with) CENPB"
"interacts with","SYT1 (interacts with) INPP5J","false","interacts with","SYT1 (interacts with) INPP5J"
"interacts with","SYT1 (interacts with) ARHGAP29","false","interacts with","SYT1 (interacts with) ARHGAP29"
"interacts with","SYT1 (interacts with) RANBP10","false","interacts with","SYT1 (interacts with) RANBP10"
"interacts with","SYT1 (interacts with) MAEA","false","interacts with","SYT1 (interacts with) MAEA"
"interacts with","SYT1 (interacts with) VLDLR","false","interacts with","SYT1 (interacts with) VLDLR"
"interacts with","SYT1 (interacts with) TJP1","false","interacts with","SYT1 (interacts with) TJP1"
"interacts with","SYT1 (interacts with) EIF2B5","false","interacts with","SYT1 (interacts with) EIF2B5"
"interacts with","SYT1 (interacts with) EIF2B1","false","interacts with","SYT1 (interacts with) EIF2B1"
"interacts with","SYT1 (interacts with) NAF1","false","interacts with","SYT1 (interacts with) NAF1"
"interacts with","SYT1 (interacts with) BOD1","false","interacts with","SYT1 (interacts with) BOD1"
"interacts with","SYT1 (interacts with) MAP3K5","false","interacts with","SYT1 (interacts with) MAP3K5"
"interacts with","SYT1 (interacts with) SYNPO","false","interacts with","SYT1 (interacts with) SYNPO"
"interacts with","SYT1 (interacts with) STON2","false","interacts with","SYT1 (interacts with) STON2"
"interacts with","SYT1 (interacts with) RTF1","false","interacts with","SYT1 (interacts with) RTF1"
"interacts with","SYT1 (interacts with) TRIM44","false","interacts with","SYT1 (interacts with) TRIM44"
"interacts with","SYT1 (interacts with) EIF2B4","false","interacts with","SYT1 (interacts with) EIF2B4"
"interacts with","SYT1 (interacts with) MKLN1","false","interacts with","SYT1 (interacts with) MKLN1"
"interacts with","SYT1 (interacts with) SETD1B","false","interacts with","SYT1 (interacts with) SETD1B"
"interacts with","CCT7 (interacts with) TCP1","false","interacts with","CCT7 (interacts with) TCP1"
"interacts with","SYT1 (interacts with) WDR26","false","interacts with","SYT1 (interacts with) WDR26"
"interacts with","SYT1 (interacts with) CWC22","false","interacts with","SYT1 (interacts with) CWC22"
"interacts with","SYT1 (interacts with) EIF2B3","false","interacts with","SYT1 (interacts with) EIF2B3"
"interacts with","SYT1 (interacts with) GID8","false","interacts with","SYT1 (interacts with) GID8"
"interacts with","CCT7 (interacts with) CORO7","false","interacts with","CCT7 (interacts with) CORO7"
"interacts with","CCT7 (interacts with) PDCL","false","interacts with","CCT7 (interacts with) PDCL"
"interacts with","CCT7 (interacts with) DCAF12L1","false","interacts with","CCT7 (interacts with) DCAF12L1"
"interacts with","CCT7 (interacts with) KLHDC8B","false","interacts with","CCT7 (interacts with) KLHDC8B"
"interacts with","CCT7 (interacts with) P4HA2","false","interacts with","CCT7 (interacts with) P4HA2"
"interacts with","CCT7 (interacts with) CCT6A","false","interacts with","CCT7 (interacts with) CCT6A"
"interacts with","CCT7 (interacts with) CCT8","false","interacts with","CCT7 (interacts with) CCT8"
"interacts with","CCT7 (interacts with) CCT4","false","interacts with","CCT7 (interacts with) CCT4"
"interacts with","CCT7 (interacts with) DCAF13","false","interacts with","CCT7 (interacts with) DCAF13"
"interacts with","CCT7 (interacts with) WDR70","false","interacts with","CCT7 (interacts with) WDR70"
"interacts with","CCT7 (interacts with) TUBD1","false","interacts with","CCT7 (interacts with) TUBD1"
"interacts with","CCT7 (interacts with) TXNDC9","false","interacts with","CCT7 (interacts with) TXNDC9"
"interacts with","CCT7 (interacts with) VCPIP1","false","interacts with","CCT7 (interacts with) VCPIP1"
"interacts with","CCT7 (interacts with) DCAF5","false","interacts with","CCT7 (interacts with) DCAF5"
"interacts with","CCT7 (interacts with) DNAAF10","false","interacts with","CCT7 (interacts with) DNAAF10"
"interacts with","CCT7 (interacts with) PDCL3","false","interacts with","CCT7 (interacts with) PDCL3"
"interacts with","GPC6 (interacts with) CLPTM1L","false","interacts with","GPC6 (interacts with) CLPTM1L"
"interacts with","GPC6 (interacts with) SAR1A","false","interacts with","GPC6 (interacts with) SAR1A"
"interacts with","GPC6 (interacts with) GPC4","false","interacts with","GPC6 (interacts with) GPC4"
"interacts with","GPC6 (interacts with) HADHA","false","interacts with","GPC6 (interacts with) HADHA"
"interacts with","GPC6 (interacts with) DST","false","interacts with","GPC6 (interacts with) DST"
"interacts with","GPC6 (interacts with) CAVIN1","false","interacts with","GPC6 (interacts with) CAVIN1"
"interacts with","GPC6 (interacts with) RUSF1","false","interacts with","GPC6 (interacts with) RUSF1"
"interacts with","PHF1 (interacts with) AK4","false","interacts with","PHF1 (interacts with) AK4"
"interacts with","PHF1 (interacts with) SUZ12","false","interacts with","PHF1 (interacts with) SUZ12"
"interacts with","PHF1 (interacts with) EZH1","false","interacts with","PHF1 (interacts with) EZH1"
"interacts with","PHF1 (interacts with) USP47","false","interacts with","PHF1 (interacts with) USP47"
"interacts with","GPC6 (interacts with) CENPF","false","interacts with","GPC6 (interacts with) CENPF"
"interacts with","GPC6 (interacts with) HADHB","false","interacts with","GPC6 (interacts with) HADHB"
"interacts with","PHF1 (interacts with) EED","false","interacts with","PHF1 (interacts with) EED"
"interacts with","PHF1 (interacts with) GLRX3","false","interacts with","PHF1 (interacts with) GLRX3"
"interacts with","PLEKHN1 (interacts with) ELP2","false","interacts with","PLEKHN1 (interacts with) ELP2"
"interacts with","PLEKHN1 (interacts with) MON1B","false","interacts with","PLEKHN1 (interacts with) MON1B"
"interacts with","PLEKHN1 (interacts with) POMGNT1","false","interacts with","PLEKHN1 (interacts with) POMGNT1"
"interacts with","PLEKHN1 (interacts with) ELP1","false","interacts with","PLEKHN1 (interacts with) ELP1"
"interacts with","PLEKHN1 (interacts with) PXN","false","interacts with","PLEKHN1 (interacts with) PXN"
"interacts with","PLEKHN1 (interacts with) CCZ1B","false","interacts with","PLEKHN1 (interacts with) CCZ1B"
"interacts with","MARS2 (interacts with) TPD52L2","false","interacts with","MARS2 (interacts with) TPD52L2"
"interacts with","MARS2 (interacts with) SGTA","false","interacts with","MARS2 (interacts with) SGTA"
"interacts with","MARS2 (interacts with) SNX3","false","interacts with","MARS2 (interacts with) SNX3"
"interacts with","MARS2 (interacts with) CLUH","false","interacts with","MARS2 (interacts with) CLUH"
"interacts with","MARS2 (interacts with) DDX39A","false","interacts with","MARS2 (interacts with) DDX39A"
"interacts with","MARS2 (interacts with) DNM1L","false","interacts with","MARS2 (interacts with) DNM1L"
"interacts with","MARS2 (interacts with) YKT6","false","interacts with","MARS2 (interacts with) YKT6"
"interacts with","MARS2 (interacts with) DTYMK","false","interacts with","MARS2 (interacts with) DTYMK"
"interacts with","MARS2 (interacts with) AK4","false","interacts with","MARS2 (interacts with) AK4"
"interacts with","MARS2 (interacts with) SPR","false","interacts with","MARS2 (interacts with) SPR"
"interacts with","MARS2 (interacts with) TSFM","false","interacts with","MARS2 (interacts with) TSFM"
"interacts with","MARS2 (interacts with) PLPBP","false","interacts with","MARS2 (interacts with) PLPBP"
"interacts with","MARS2 (interacts with) TOMM40","false","interacts with","MARS2 (interacts with) TOMM40"
"interacts with","MARS2 (interacts with) GSR","false","interacts with","MARS2 (interacts with) GSR"
"interacts with","MARS2 (interacts with) SCP2","false","interacts with","MARS2 (interacts with) SCP2"
"interacts with","MARS2 (interacts with) ARHGAP1","false","interacts with","MARS2 (interacts with) ARHGAP1"
"interacts with","MARS2 (interacts with) ECH1","false","interacts with","MARS2 (interacts with) ECH1"
"interacts with","MARS2 (interacts with) CHAF1B","false","interacts with","MARS2 (interacts with) CHAF1B"
"interacts with","MARS2 (interacts with) ALDH1L2","false","interacts with","MARS2 (interacts with) ALDH1L2"
"interacts with","MARS2 (interacts with) RECQL","false","interacts with","MARS2 (interacts with) RECQL"
"interacts with","MARS2 (interacts with) AARS1","false","interacts with","MARS2 (interacts with) AARS1"
"interacts with","MARS2 (interacts with) NAPA","false","interacts with","MARS2 (interacts with) NAPA"
"interacts with","MARS2 (interacts with) RAB14","false","interacts with","MARS2 (interacts with) RAB14"
"interacts with","MARS2 (interacts with) RAB2B","false","interacts with","MARS2 (interacts with) RAB2B"
"interacts with","MARS2 (interacts with) UBLCP1","false","interacts with","MARS2 (interacts with) UBLCP1"
"interacts with","MARS2 (interacts with) OTUB1","false","interacts with","MARS2 (interacts with) OTUB1"
"interacts with","MARS2 (interacts with) PDLIM2","false","interacts with","MARS2 (interacts with) PDLIM2"
"interacts with","MARS2 (interacts with) PTRHD1","false","interacts with","MARS2 (interacts with) PTRHD1"
"interacts with","MARS2 (interacts with) MTHFD1L","false","interacts with","MARS2 (interacts with) MTHFD1L"
"interacts with","MARS2 (interacts with) GLRX5","false","interacts with","MARS2 (interacts with) GLRX5"
"interacts with","MARS2 (interacts with) LRRC20","false","interacts with","MARS2 (interacts with) LRRC20"
"interacts with","MARS2 (interacts with) PPCS","false","interacts with","MARS2 (interacts with) PPCS"
"interacts with","MARS2 (interacts with) TIGAR","false","interacts with","MARS2 (interacts with) TIGAR"
"interacts with","MARS2 (interacts with) XPNPEP1","false","interacts with","MARS2 (interacts with) XPNPEP1"
"interacts with","MARS2 (interacts with) UBQLN4","false","interacts with","MARS2 (interacts with) UBQLN4"
"interacts with","MARS2 (interacts with) PUS7","false","interacts with","MARS2 (interacts with) PUS7"
"interacts with","MARS2 (interacts with) NIBAN2","false","interacts with","MARS2 (interacts with) NIBAN2"
"interacts with","MARS2 (interacts with) NAA50","false","interacts with","MARS2 (interacts with) NAA50"
"interacts with","MARS2 (interacts with) RNPEP","false","interacts with","MARS2 (interacts with) RNPEP"
"interacts with","MARS2 (interacts with) DNPEP","false","interacts with","MARS2 (interacts with) DNPEP"
"interacts with","MARS2 (interacts with) SBDS","false","interacts with","MARS2 (interacts with) SBDS"
"interacts with","MARS2 (interacts with) PSAT1","false","interacts with","MARS2 (interacts with) PSAT1"
"interacts with","MARS2 (interacts with) CYRIB","false","interacts with","MARS2 (interacts with) CYRIB"
"interacts with","MARS2 (interacts with) LMCD1","false","interacts with","MARS2 (interacts with) LMCD1"
"interacts with","MARS2 (interacts with) SAE1","false","interacts with","MARS2 (interacts with) SAE1"
"interacts with","MARS2 (interacts with) UBQLN2","false","interacts with","MARS2 (interacts with) UBQLN2"
"interacts with","EPS8L1 (interacts with) PHC2","false","interacts with","EPS8L1 (interacts with) PHC2"
"interacts with","EPS8L1 (interacts with) ABI1","false","interacts with","EPS8L1 (interacts with) ABI1"
"interacts with","EPS8L1 (interacts with) DLG5","false","interacts with","EPS8L1 (interacts with) DLG5"
"interacts with","EPS8L1 (interacts with) BRK1","false","interacts with","EPS8L1 (interacts with) BRK1"
"interacts with","EPS8L1 (interacts with) DHPS","false","interacts with","EPS8L1 (interacts with) DHPS"
"interacts with","EPS8L1 (interacts with) FMR1","false","interacts with","EPS8L1 (interacts with) FMR1"
"interacts with","EPS8L1 (interacts with) MARK2","false","interacts with","EPS8L1 (interacts with) MARK2"
"interacts with","EPS8L1 (interacts with) CYFIP1","false","interacts with","EPS8L1 (interacts with) CYFIP1"
"interacts with","EPS8L1 (interacts with) NHSL3","false","interacts with","EPS8L1 (interacts with) NHSL3"
"interacts with","EPS8L1 (interacts with) BAIAP2L1","false","interacts with","EPS8L1 (interacts with) BAIAP2L1"
"interacts with","EPS8L1 (interacts with) BAIAP2","false","interacts with","EPS8L1 (interacts with) BAIAP2"
"interacts with","EPS8L1 (interacts with) CYFIP2","false","interacts with","EPS8L1 (interacts with) CYFIP2"
"interacts with","EPS8L1 (interacts with) BUD13","false","interacts with","EPS8L1 (interacts with) BUD13"
"interacts with","EPS8L1 (interacts with) ABI2","false","interacts with","EPS8L1 (interacts with) ABI2"
"interacts with","EPS8L1 (interacts with) MARK1","false","interacts with","EPS8L1 (interacts with) MARK1"
"interacts with","PPP2R1A (interacts with) ENSA","false","interacts with","PPP2R1A (interacts with) ENSA"
"interacts with","PPP2R1A (interacts with) STRN","false","interacts with","PPP2R1A (interacts with) STRN"
"interacts with","PPP2R1A (interacts with) PPFIA3","false","interacts with","PPP2R1A (interacts with) PPFIA3"
"interacts with","EPS8L1 (interacts with) NCKAP1","false","interacts with","EPS8L1 (interacts with) NCKAP1"
"interacts with","EPS8L1 (interacts with) RRP7A","false","interacts with","EPS8L1 (interacts with) RRP7A"
"interacts with","EPS8L1 (interacts with) CHCHD2","false","interacts with","EPS8L1 (interacts with) CHCHD2"
"interacts with","EPS8L1 (interacts with) WASF2","false","interacts with","EPS8L1 (interacts with) WASF2"
"interacts with","PPP2R1A (interacts with) CEP43","false","interacts with","PPP2R1A (interacts with) CEP43"
"interacts with","PPP2R1A (interacts with) FECH","false","interacts with","PPP2R1A (interacts with) FECH"
"interacts with","PPP2R1A (interacts with) IGFBP5","false","interacts with","PPP2R1A (interacts with) IGFBP5"
"interacts with","PPP2R1A (interacts with) PPFIA2","false","interacts with","PPP2R1A (interacts with) PPFIA2"
"interacts with","PPP2R1A (interacts with) TIPRL","false","interacts with","PPP2R1A (interacts with) TIPRL"
"interacts with","PPP2R1A (interacts with) MTCL2","false","interacts with","PPP2R1A (interacts with) MTCL2"
"interacts with","PPP2R1A (interacts with) PPP2R2A","false","interacts with","PPP2R1A (interacts with) PPP2R2A"
"interacts with","PPP2R1A (interacts with) PPP2R3A","false","interacts with","PPP2R1A (interacts with) PPP2R3A"
"interacts with","PPP2R1A (interacts with) STRN3","false","interacts with","PPP2R1A (interacts with) STRN3"
"interacts with","PPP2R1A (interacts with) PPP2R1B","false","interacts with","PPP2R1A (interacts with) PPP2R1B"
"interacts with","PPP2R1A (interacts with) ARPP19","false","interacts with","PPP2R1A (interacts with) ARPP19"
"interacts with","PPP2R1A (interacts with) PPP2CB","false","interacts with","PPP2R1A (interacts with) PPP2CB"
"interacts with","PPP2R1A (interacts with) SLMAP","false","interacts with","PPP2R1A (interacts with) SLMAP"
"interacts with","PPP2R1A (interacts with) PPP2R5A","false","interacts with","PPP2R1A (interacts with) PPP2R5A"
"interacts with","PPP2R1A (interacts with) PPP2R5E","false","interacts with","PPP2R1A (interacts with) PPP2R5E"
"interacts with","PPP2R1A (interacts with) PPFIA1","false","interacts with","PPP2R1A (interacts with) PPFIA1"
"interacts with","PPP2R1A (interacts with) PPP2R5C","false","interacts with","PPP2R1A (interacts with) PPP2R5C"
"interacts with","PPP2R1A (interacts with) SERTAD2","false","interacts with","PPP2R1A (interacts with) SERTAD2"
"interacts with","PPP2R1A (interacts with) PPP2R5D","false","interacts with","PPP2R1A (interacts with) PPP2R5D"
"interacts with","PPP2R1A (interacts with) PRR14L","false","interacts with","PPP2R1A (interacts with) PRR14L"
"interacts with","PPP2R1A (interacts with) STRIP1","false","interacts with","PPP2R1A (interacts with) STRIP1"
"interacts with","PPP2R1A (interacts with) CEP350","false","interacts with","PPP2R1A (interacts with) CEP350"
"interacts with","PPP2R1A (interacts with) SGO1","false","interacts with","PPP2R1A (interacts with) SGO1"
"interacts with","PPP2R1A (interacts with) NHSL1","false","interacts with","PPP2R1A (interacts with) NHSL1"
"interacts with","PPP2R1A (interacts with) MTCL3","false","interacts with","PPP2R1A (interacts with) MTCL3"
"interacts with","PPP2R1A (interacts with) CRTC3","false","interacts with","PPP2R1A (interacts with) CRTC3"
"interacts with","PPP2R1A (interacts with) ATOSB","false","interacts with","PPP2R1A (interacts with) ATOSB"
"interacts with","PPP2R1A (interacts with) ANKLE2","false","interacts with","PPP2R1A (interacts with) ANKLE2"
"interacts with","PPP2R1A (interacts with) IER5","false","interacts with","PPP2R1A (interacts with) IER5"
"interacts with","PPP2R1A (interacts with) PPP2R2D","false","interacts with","PPP2R1A (interacts with) PPP2R2D"
"interacts with","PPP2R1A (interacts with) CDCA2","false","interacts with","PPP2R1A (interacts with) CDCA2"
"interacts with","PPP2R1A (interacts with) ZCCHC8","false","interacts with","PPP2R1A (interacts with) ZCCHC8"
"interacts with","PPP2R1A (interacts with) PPP2R3C","false","interacts with","PPP2R1A (interacts with) PPP2R3C"
"interacts with","PPP2R1A (interacts with) PABIR1","false","interacts with","PPP2R1A (interacts with) PABIR1"
"interacts with","PPP2R1A (interacts with) ECSIT","false","interacts with","PPP2R1A (interacts with) ECSIT"
"interacts with","PPP2R1A (interacts with) SYNPO","false","interacts with","PPP2R1A (interacts with) SYNPO"
"interacts with","PPP2R1A (interacts with) ARHGEF2","false","interacts with","PPP2R1A (interacts with) ARHGEF2"
"interacts with","PPP2R1A (interacts with) LPP","false","interacts with","PPP2R1A (interacts with) LPP"
"interacts with","PPP2R1A (interacts with) CDCA4","false","interacts with","PPP2R1A (interacts with) CDCA4"
"interacts with","PPP2R1A (interacts with) SIK2","false","interacts with","PPP2R1A (interacts with) SIK2"
"interacts with","PPP2R1A (interacts with) PLEKHA5","false","interacts with","PPP2R1A (interacts with) PLEKHA5"
"interacts with","PPP2R1A (interacts with) STRN4","false","interacts with","PPP2R1A (interacts with) STRN4"
"interacts with","PPP2R1A (interacts with) IER2","false","interacts with","PPP2R1A (interacts with) IER2"
"interacts with","PPP2R1A (interacts with) PRR14","false","interacts with","PPP2R1A (interacts with) PRR14"
"interacts with","PPP2R1A (interacts with) RAB11FIP5","false","interacts with","PPP2R1A (interacts with) RAB11FIP5"
"interacts with","PPP2R1A (interacts with) CTTNBP2NL","false","interacts with","PPP2R1A (interacts with) CTTNBP2NL"
"interacts with","PPP2R1A (interacts with) LIMD1","false","interacts with","PPP2R1A (interacts with) LIMD1"
"interacts with","PPP2R1A (interacts with) STRIP2","false","interacts with","PPP2R1A (interacts with) STRIP2"
"interacts with","PPP2R1A (interacts with) SERTAD4","false","interacts with","PPP2R1A (interacts with) SERTAD4"
"interacts with","PPP2R1A (interacts with) FGFR1OP2","false","interacts with","PPP2R1A (interacts with) FGFR1OP2"
"interacts with","PPP2R1A (interacts with) TBCCD1","false","interacts with","PPP2R1A (interacts with) TBCCD1"
"interacts with","PPP2R1A (interacts with) CSDC2","false","interacts with","PPP2R1A (interacts with) CSDC2"
"interacts with","PPP2R1A (interacts with) PPP2R3B","false","interacts with","PPP2R1A (interacts with) PPP2R3B"
"interacts with","PPP2R1A (interacts with) NDUFAF1","false","interacts with","PPP2R1A (interacts with) NDUFAF1"
"interacts with","PPP2R1A (interacts with) MOB4","false","interacts with","PPP2R1A (interacts with) MOB4"
"interacts with","PPP2R1A (interacts with) STARD13","false","interacts with","PPP2R1A (interacts with) STARD13"
"interacts with","PPP2R1A (interacts with) MTCL1","false","interacts with","PPP2R1A (interacts with) MTCL1"
"interacts with","ZNF8 (interacts with) NFX1","false","interacts with","ZNF8 (interacts with) NFX1"
"interacts with","ZNF8 (interacts with) TRIM28","false","interacts with","ZNF8 (interacts with) TRIM28"
"interacts with","ZNF8 (interacts with) SIRT1","false","interacts with","ZNF8 (interacts with) SIRT1"
"interacts with","C8A (interacts with) IDE","false","interacts with","C8A (interacts with) IDE"
"interacts with","C8A (interacts with) FBLN1","false","interacts with","C8A (interacts with) FBLN1"
"interacts with","C8A (interacts with) TAF7","false","interacts with","C8A (interacts with) TAF7"
"interacts with","HHIPL1 (interacts with) SELENOF","false","interacts with","HHIPL1 (interacts with) SELENOF"
"interacts with","HHIPL1 (interacts with) MYCBP2","false","interacts with","HHIPL1 (interacts with) MYCBP2"
"interacts with","HHIPL1 (interacts with) FBXO21","false","interacts with","HHIPL1 (interacts with) FBXO21"
"interacts with","ZNF8 (interacts with) TRIM39","false","interacts with","ZNF8 (interacts with) TRIM39"
"interacts with","LRRC15 (interacts with) TCAF2","false","interacts with","LRRC15 (interacts with) TCAF2"
"interacts with","HHIPL1 (interacts with) CYTH3","false","interacts with","HHIPL1 (interacts with) CYTH3"
"interacts with","HHIPL1 (interacts with) PXDN","false","interacts with","HHIPL1 (interacts with) PXDN"
"interacts with","HHIPL1 (interacts with) AMBRA1","false","interacts with","HHIPL1 (interacts with) AMBRA1"
"interacts with","HHIPL1 (interacts with) PEAK1","false","interacts with","HHIPL1 (interacts with) PEAK1"
"interacts with","HHIPL1 (interacts with) STARD13","false","interacts with","HHIPL1 (interacts with) STARD13"
"interacts with","HHIPL1 (interacts with) SEC24B","false","interacts with","HHIPL1 (interacts with) SEC24B"
"interacts with","HHIPL1 (interacts with) COL6A1","false","interacts with","HHIPL1 (interacts with) COL6A1"
"interacts with","HHIPL1 (interacts with) ETV6","false","interacts with","HHIPL1 (interacts with) ETV6"
"interacts with","HHIPL1 (interacts with) INAVA","false","interacts with","HHIPL1 (interacts with) INAVA"
"interacts with","GTSE1 (interacts with) FMR1","false","interacts with","GTSE1 (interacts with) FMR1"
"interacts with","GTSE1 (interacts with) RBBP5","false","interacts with","GTSE1 (interacts with) RBBP5"
"interacts with","GTSE1 (interacts with) ACAD11","false","interacts with","GTSE1 (interacts with) ACAD11"
"interacts with","GTSE1 (interacts with) CARM1","false","interacts with","GTSE1 (interacts with) CARM1"
"interacts with","TBX18 (interacts with) AIP","false","interacts with","TBX18 (interacts with) AIP"
"interacts with","GTSE1 (interacts with) ATE1","false","interacts with","GTSE1 (interacts with) ATE1"
"interacts with","GTSE1 (interacts with) PPP2R3A","false","interacts with","GTSE1 (interacts with) PPP2R3A"
"interacts with","DEFA5 (interacts with) CBX6","false","interacts with","DEFA5 (interacts with) CBX6"
"interacts with","DEFA5 (interacts with) PC","false","interacts with","DEFA5 (interacts with) PC"
"interacts with","DEFA5 (interacts with) COL6A1","false","interacts with","DEFA5 (interacts with) COL6A1"
"interacts with","DEFA5 (interacts with) COL6A2","false","interacts with","DEFA5 (interacts with) COL6A2"
"interacts with","DEFA5 (interacts with) PDE2A","false","interacts with","DEFA5 (interacts with) PDE2A"
"interacts with","DEFA5 (interacts with) PLXNB2","false","interacts with","DEFA5 (interacts with) PLXNB2"
"interacts with","DEFA5 (interacts with) CLSTN1","false","interacts with","DEFA5 (interacts with) CLSTN1"
"interacts with","DEFA5 (interacts with) LTBP2","false","interacts with","DEFA5 (interacts with) LTBP2"
"interacts with","DEFA5 (interacts with) TMEM132A","false","interacts with","DEFA5 (interacts with) TMEM132A"
"interacts with","DEFA5 (interacts with) TMTC3","false","interacts with","DEFA5 (interacts with) TMTC3"
"interacts with","DEFA5 (interacts with) BMP1","false","interacts with","DEFA5 (interacts with) BMP1"
"interacts with","DEFA5 (interacts with) LAMB3","false","interacts with","DEFA5 (interacts with) LAMB3"
"interacts with","DEFA5 (interacts with) LAMC2","false","interacts with","DEFA5 (interacts with) LAMC2"
"interacts with","DEFA5 (interacts with) FAT1","false","interacts with","DEFA5 (interacts with) FAT1"
"interacts with","DEFA5 (interacts with) CCDC102A","false","interacts with","DEFA5 (interacts with) CCDC102A"
"interacts with","DEFA5 (interacts with) MCMBP","false","interacts with","DEFA5 (interacts with) MCMBP"
"interacts with","DEFA5 (interacts with) OSBPL3","false","interacts with","DEFA5 (interacts with) OSBPL3"
"interacts with","DEFA5 (interacts with) FKBP14","false","interacts with","DEFA5 (interacts with) FKBP14"
"interacts with","DEFA5 (interacts with) IKBIP","false","interacts with","DEFA5 (interacts with) IKBIP"
"interacts with","DEFA5 (interacts with) WAPL","false","interacts with","DEFA5 (interacts with) WAPL"
"interacts with","DEFA5 (interacts with) TMEM131","false","interacts with","DEFA5 (interacts with) TMEM131"
"interacts with","DEFA5 (interacts with) HTRA1","false","interacts with","DEFA5 (interacts with) HTRA1"
"interacts with","MVP (interacts with) SAFB2","false","interacts with","MVP (interacts with) SAFB2"
"interacts with","MVP (interacts with) GOPC","false","interacts with","MVP (interacts with) GOPC"
"interacts with","MVP (interacts with) RCOR3","false","interacts with","MVP (interacts with) RCOR3"
"interacts with","DEFA5 (interacts with) GTSE1","false","interacts with","DEFA5 (interacts with) GTSE1"
"interacts with","DEFA5 (interacts with) PLXNA1","false","interacts with","DEFA5 (interacts with) PLXNA1"
"interacts with","DEFA5 (interacts with) MKLN1","false","interacts with","DEFA5 (interacts with) MKLN1"
"interacts with","DEFA5 (interacts with) ATP6V1D","false","interacts with","DEFA5 (interacts with) ATP6V1D"
"interacts with","RSBN1L (interacts with) RRS1","false","interacts with","RSBN1L (interacts with) RRS1"
"interacts with","RSBN1L (interacts with) RSBN1","false","interacts with","RSBN1L (interacts with) RSBN1"
"interacts with","RSBN1L (interacts with) CAVIN1","false","interacts with","RSBN1L (interacts with) CAVIN1"
"interacts with","OSBPL5 (interacts with) NAGLU","false","interacts with","OSBPL5 (interacts with) NAGLU"
"interacts with","MVP (interacts with) RCOR1","false","interacts with","MVP (interacts with) RCOR1"
"interacts with","RPL30 (interacts with) KBTBD6","false","interacts with","RPL30 (interacts with) KBTBD6"
"interacts with","RSBN1L (interacts with) RRP8","false","interacts with","RSBN1L (interacts with) RRP8"
"interacts with","OSBPL5 (interacts with) PPP1R9B","false","interacts with","OSBPL5 (interacts with) PPP1R9B"
"interacts with","OSBPL5 (interacts with) SMYD3","false","interacts with","OSBPL5 (interacts with) SMYD3"
"interacts with","OSBPL5 (interacts with) GID8","false","interacts with","OSBPL5 (interacts with) GID8"
"interacts with","OSBPL5 (interacts with) HADHB","false","interacts with","OSBPL5 (interacts with) HADHB"
"interacts with","OSBPL5 (interacts with) KLHL12","false","interacts with","OSBPL5 (interacts with) KLHL12"
"interacts with","OSBPL5 (interacts with) MAEA","false","interacts with","OSBPL5 (interacts with) MAEA"
"interacts with","OSBPL5 (interacts with) PRR11","false","interacts with","OSBPL5 (interacts with) PRR11"
