g1,g2,p(Interactor)
51499,10650,0.99999999875363
51499,3512,0.914286283931309
9321,7529,0.81238563336166
9321,7532,0.99664345526481
9321,7533,0.96721325563072
1831,9819,0.999994074309743
1831,8848,0.999991022506968
1831,81628,0.99999999985554
1831,55165,0.984118333623124
1831,29959,0.99999981092625
27089,7381,0.99999981222193
27089,7385,0.99981546450294
27089,9167,0.999953060129322
27089,7384,0.992696007336534
27089,1327,0.99454675670162
27089,84790,0.78770733696328
27089,7386,0.99382556891179
27089,1537,0.763244636631199
27089,80142,0.9994843881816
27089,140683,0.99917015127046
27089,4519,0.999906685662024
27089,1340,0.850492958935272
27089,3494,0.993858046917633
27089,1469,0.99921745322451
27089,1472,0.965629567888322
140832,23140,0.967780687603739
140832,79654,0.888638757637895
653219,9877,0.754535607284308
653219,9620,0.985601045271014
653219,640,0.845189260925307
653219,9730,0.990129297313388
653219,64763,0.988857478546259
653219,120114,0.999638036208342
653219,2195,0.981557338491563
653219,341640,0.959033291397974
653219,79633,0.999875639119118
653219,7290,0.999914142724962
653219,5099,0.999797414802389
653219,23523,0.999890549925034
653219,65986,0.999869719571
653219,5612,0.996218501365413
653219,7014,0.999981911719315
653219,4193,0.976001906155067
653219,54386,0.993397304984095
653219,55871,0.837052975979872
653219,55663,0.994375943767519
653219,1952,0.999447235302106
653219,84838,0.996463120672151
653219,10009,0.984685282735591
653219,84059,0.990911749868012
653219,7976,0.999762765832413
653219,55322,0.995424408873319
653219,5098,0.999646638747175
653219,1951,0.997793181542205
653219,1877,0.824687394497148
653219,118472,0.999675609120214
653219,8642,0.938383909835379
56882,9669,0.946472047608855
56882,4285,0.999972475596887
56882,998,0.993495497449558
56882,2274,0.840477844758408
56882,53339,0.963038279285804
1163,890,0.99999999989777
1163,81620,0.999999902403742
1163,983,0.99999999981253
1163,1017,0.99999999837622
1163,1018,0.99999965782191
1163,9133,0.99999999999914
1163,51053,0.99999568751863
1163,898,0.864898591945299
1163,6500,0.99998126256759
1163,8454,0.969165080011474
1163,1164,0.941531743887014
1163,891,0.99999999999733
1163,6502,0.999999625704386
1163,22858,0.99417603625246
1163,9134,0.999745722654586
1163,1917,0.948932378842715
1163,1026,0.9999954194147
1163,1027,0.9999999996694
1163,9088,0.999987547470845
1164,890,0.99999998939505
1164,1017,0.99999976311822
1164,983,0.99999999966239
1164,81620,0.99995347988417
1164,9133,0.99999999999641
1164,891,0.99999999999589
1164,51053,0.99998188624822
1164,1027,0.9999999998136
1164,9088,0.998869759480569
1164,898,0.877669649662987
1347,1327,0.99971069790106
1347,7156,0.975540968877382
1347,1340,0.999932770635784
1347,55471,0.90469893141503
1347,728489,0.913684422784428
1396,5529,0.977930591643312
1396,7083,0.944939596609087
56998,1499,0.99998813198365
56998,1496,0.965809669254336
56998,324,0.98101194977575
56998,10687,0.970190309080934
56998,7084,0.999999984828832
56998,669,0.998629225342639
140596,10531,0.972171528585717
140596,55005,0.998989440427667
140596,10437,0.983819902528337
245934,6400,0.906046794255847
245934,1373,0.992386292346108
245934,10956,0.937997462287853
245934,1292,0.98485245424498
245934,91147,0.850738213832704
245934,221806,0.947423056462411
245934,255758,0.997117856977832
285381,1802,0.999987956303275
285381,11101,0.996301429753225
285381,26297,0.999990246468332
414149,6714,0.9993241373548
414149,51,0.997897854141467
414149,55753,0.999886149576796
414149,2781,0.911241862955872
414149,3241,0.946679408683321
414149,57794,0.75930244494312
414149,57465,0.848407608851068
414149,55824,0.921387792660672
56990,1831,0.88502726600221
56990,998,0.980595553808659
56990,284297,0.995127037424659
79145,6277,0.998554964938696
170622,51122,0.99999999775083
170622,51699,0.99979958246454
170622,57020,0.999999860440817
170622,54520,0.999999563483632
170622,51397,0.99999999997957
170622,4238,0.986907009606038
170622,54939,0.99999999933508
170622,149951,0.999995718571969
170622,404636,0.99999999999419
170622,7027,0.999889033683319
170622,10311,0.99999999960523
170622,28952,0.99999999974665
170622,23636,0.96426816112599
170622,28991,0.99999999999647
170622,54951,0.99999999993729
170622,29099,0.999997116795196
170622,23412,0.99999999991138
170622,150684,0.99999999999998
170622,133418,0.792264354739395
170622,26276,0.981700033092074
170622,1876,0.99998173107147
1340,6285,0.997204833121797
1340,1327,0.99999119234693
1340,7385,0.92348206658334
1340,1329,0.99971463647437
1340,131474,0.99036065336487
1340,440686,0.945046510679482
8655,80014,0.999999938501788
8655,23028,0.800770634657087
8655,7158,0.997336555516891
8655,140710,0.999999180176336
8655,23255,0.999999384762251
8655,57614,0.999999909657051
8655,3895,0.968032039412633
8655,256364,0.99999629577719
8655,55917,0.999999902721595
8655,83992,0.999999929438945
8655,9231,0.99999103050193
8655,9203,0.998200906155512
8655,9202,0.997957222951839
8655,256949,0.929229577567181
8655,126917,0.999994103271394
8655,25900,0.985138766373211
8655,57464,0.999980067801845
8655,85369,0.999840710868847
8655,5577,0.999258451492923
8655,55112,0.99999267561096
8655,1778,0.988376466803863
8655,81610,0.999994601177028
8655,6801,0.99952095941499
8655,29966,0.99985829536212
8655,29888,0.999882059871139
8655,57507,0.999999715557069
8655,23060,0.999998250158979
8655,10142,0.999989794548097
8655,23074,0.999999866763602
8655,51143,0.979342401719417
8655,23515,0.999999996635262
8655,11011,0.9999998778612
8655,9874,0.999999984952575
8655,3161,0.99999354568744
8655,10243,0.99996378942149
8655,22995,0.999999342138812
8655,2804,0.879374339532267
8655,7227,0.999999934279217
8655,25959,0.998761222760822
8655,23189,0.999999945415937
8655,100134230,0.9999943567807
8655,55755,0.999761123802245
8655,154796,0.991796634747874
8655,154810,0.99966359851377
8655,51421,0.876654984025542
8655,79866,0.99941828286034
8655,54820,0.974851904202547
8655,81565,0.945644961532742
8655,222194,0.99933304169709
8655,54665,0.99987056295992
8655,3798,0.979639759859803
8655,1780,0.99999990689613
8655,1781,0.99145100585449
8655,22906,0.99999999026132
8655,8481,0.999771063163157
8655,55561,0.999999826009012
8655,57646,0.99999934330497
8655,9204,0.99831385220411
8655,5568,0.946121617545466
8655,5567,0.97271001449144
8655,150864,0.99999794014566
8655,81558,0.993881451751971
8655,10615,0.999992504195244
8655,1783,0.995122413918905
8655,7518,0.992274767186159
8655,283248,0.999999505326651
8655,55758,0.997109788267655
8655,23186,0.98392541068138
8655,401145,0.999988145641476
8655,55728,0.999999877542107
8655,81545,0.99999928647841
8655,55109,0.9999860881451
8655,140735,0.94033029609064
