g1,g2,p(Interactor)
55554,8692,0.94933174314326
151888,649,0.773221562736232
151888,3309,0.815634966123563
151888,3913,0.828692776739877
151888,27037,0.958310097055832
151888,100288413,0.980590581741371
151888,11269,0.961791604061028
151888,1292,0.766405007945852
151888,153642,0.949165968356394
151888,7057,0.910601706040268
151888,55871,0.865383976622067
151888,2264,0.866844483172069
151888,3914,0.773590610509135
151888,27304,0.997704347268641
151888,55324,0.810863745719874
151888,1719,0.94573337937634
151888,10556,0.825966107798682
151888,1486,0.82165534946146
151888,220323,0.768294391292087
151888,5046,0.987294189960328
151888,656,0.910601802853661
151888,23765,0.81255271672273
151888,284207,0.913641827179534
441493,55227,0.864499189570358
441493,55658,0.948057738298122
441493,51119,0.843545789645518
441493,4153,0.994000336096546
441493,27010,0.854991090713012
441493,9473,0.999999973284795
441493,5657,0.979431919980193
116135,55364,0.999093492181594
116135,5313,0.956989479540915
116135,54953,0.935031248756948
116135,23549,0.999246659642692
116135,88455,0.95307490039411
116135,27338,0.83432445181986
4153,5683,0.907798985241103
4153,5684,0.905244782696721
4153,5689,0.86541421018183
4153,5687,0.917365756544219
4153,5690,0.975402860022142
4153,5682,0.887232576284433
4153,90316,0.996983396073001
4153,5695,0.979613416346047
4153,55687,0.999999920206527
4153,5692,0.99739087623315
4153,23198,0.966249055492338
4153,80204,0.999511552104439
4153,5691,0.805230753650769
4239,7093,0.912655738466813
4239,649,0.977428079864322
4239,5611,0.783107062147133
4239,23324,0.996596392691423
4239,55757,0.820290615152441
4239,79070,0.997693952480775
4239,66005,0.98062687785165
4239,3913,0.912052235247332
4239,8720,0.813982013112492
4239,2588,0.999024965439887
4239,10609,0.967164163820172
4239,5034,0.822951340545041
4239,80267,0.978343602412404
4239,116969,0.975710193041682
4239,79573,0.979403669886781
4239,3911,0.934760944844429
4239,80020,0.995594425673388
4239,84892,0.85215341770686
4239,112724,0.988277888413666
4239,55794,0.791995288298026
4239,4017,0.987653875138037
4239,7088,0.997515917474031
4239,7089,0.998015250304354
4239,7090,0.999983505512383
4239,166,0.979531003183852
4239,80781,0.98789141891157
4239,25777,0.985551601354965
4239,9244,0.835437059696952
4239,55761,0.958806168679861
4239,8646,0.997897041803301
4239,27348,0.908226613304162
4239,2261,0.982729689711193
4239,3914,0.882402626422542
4239,10536,0.951040189249683
4239,57326,0.983393865920089
4239,23505,0.992925371534295
4239,5328,0.99753547387221
4239,54480,0.856831149999421
4239,374378,0.995466301578606
4239,4669,0.99790549992958
4239,5362,0.958041414608294
4239,55558,0.893887210547914
4239,5361,0.90883531669665
4239,11173,0.954204170153048
4239,140032,0.990929516578265
4239,11247,0.943328966757866
4239,5551,0.994836670175971
4239,170384,0.985326808319033
4239,493869,0.784463816369708
4239,2990,0.919972804694319
4239,7057,0.99585236285346
4239,10076,0.892975683891679
4239,23420,0.968812724814988
4239,7869,0.979909655159153
4239,79875,0.999115167425542
4239,7368,0.93798233582295
4239,57214,0.985016921607255
4239,51148,0.994495689466769
4239,4249,0.999051023023613
4239,9860,0.963838462523341
4239,5768,0.94587112621797
4239,1464,0.985405667379365
4239,170463,0.949808077762883
4239,23648,0.999579337930519
4239,153642,0.999814675112639
4239,56983,0.999018971499933
4239,8728,0.844363327753806
4239,143888,0.884194459680719
4239,80146,0.999617057998007
4239,51435,0.884011430805675
4239,93145,0.996657239407706
4239,10855,0.828134623134039
4239,23467,0.957518806208128
4239,9833,0.830289779908439
4239,23765,0.797109709125777
4239,4122,0.793864653022076
4239,220323,0.823242760957968
4239,411,0.883043601909814
4239,27163,0.995631446356675
4239,90161,0.879206197868126
4239,113189,0.993821718113459
4239,9289,0.993200799854554
4239,627,0.836336480885109
4239,55501,0.944791184967614
4239,5046,0.987294189960328
4239,10512,0.99961923663564
4239,3425,0.952467031611293
4239,6448,0.940558493423418
4239,656,0.999831028593861
4239,79006,0.827725135044031
4239,10501,0.934785978614678
4239,8771,0.916315602525479
4239,54972,0.974178270683581
4239,148113,0.971593881173805
4239,4016,0.794728750750722
4239,10554,0.994460139722872
4239,79414,0.952153651243741
4239,4324,0.987642821169375
4239,2530,0.86094633835288
4239,9254,0.830524511962964
4239,4043,0.786721009067967
4239,57190,0.807601055649549
4239,284207,0.843244375870113
4239,8692,0.980586568467742
326625,9230,0.971746048261565
326625,80223,0.879461379180602
326625,1629,0.962763845690868
113746,5313,0.956989479540915
113746,54797,0.999980289805757
113746,9477,0.892368378320496
10336,27010,0.999178612304009
10336,4153,0.999883823902262
10336,5313,0.956989479540915
10954,329,0.999999778051254
10954,4153,0.999999972188141
10954,23753,0.98087182870774
10954,90316,0.998757924134076
10954,7186,0.999035778360902
10954,5692,0.894403034882185
10954,10130,0.95086288568903
10954,84129,0.999236936565215
10954,10330,0.99997011293198
51050,54480,0.926491303119386
51050,649,0.978531951705122
51050,3913,0.964227425916549
51050,55757,0.765440107767586
51050,5361,0.886060796050719
51050,23193,0.776746484181181
51050,66005,0.927615333455632
51050,2132,0.922727703851783
51050,4040,0.94613498734924
51050,4041,0.902671431890903
51050,80267,0.781377249314163
51050,56983,0.972453626571823
51050,153642,0.960482803105761
51050,79875,0.999828511128553
51050,2588,0.996361881039406
51050,100101267,0.959045882082985
51050,6653,0.80990535595945
51050,10609,0.79033639639331
51050,3949,0.855357390293416
51050,4017,0.943533100383198
51050,2744,0.779871977725615
51050,3914,0.951258145844994
51050,3915,0.770047572066566
51050,80020,0.951048946765632
51050,255738,0.997149270147218
51050,10536,0.85988645766826
51050,4126,0.859874339517491
51050,79932,0.999890378814527
51050,25777,0.992822014367652
51050,374378,0.980756790672214
51050,4669,0.985370625184573
51050,57326,0.916027973035106
51050,170384,0.961050402612786
51050,5313,0.956989479540915
51050,11173,0.961247094410759
51050,8646,0.983711140239106
51050,7057,0.915989143800231
51050,2261,0.998540463820299
51050,2264,0.998161084591319
51050,80146,0.997916399400608
51050,144983,0.999959557089568
51050,51148,0.968606681613996
51050,285203,0.995251373771081
51050,64129,0.988116721564936
51050,1464,0.822882276752004
51050,1022,0.974545916071448
51050,4125,0.994431594245577
51050,1719,0.902435184476128
51050,4331,0.937608432122995
51050,3911,0.936179409548812
51050,375790,0.942320643015944
51050,10874,0.907445637361998
51050,9518,0.844686309403197
51050,55568,0.970952422386509
51050,285362,0.787582698199002
51050,3339,0.953854603428226
51050,23765,0.944322190372939
51050,5125,0.99659186793248
51050,27163,0.839687596896558
51050,7869,0.972737908369251
51050,6448,0.757834452008032
51050,353500,0.999990432994485
51050,79006,0.827725135044031
51050,151176,0.940766027311052
51050,23324,0.795364296295175
51050,64222,0.965496057436128
51050,148113,0.999756493947245
51050,3119,0.837795402922736
51050,64132,0.985566510274031
51050,4324,0.987642821169375
51050,10076,0.828644642727878
51050,79695,0.920871185444715
51050,284207,0.98751602015542
51588,326625,0.999996224860664
51588,54958,0.962277149279218
51588,9230,0.853652838566098
51588,23532,0.900114440599464
51588,7155,0.999999197094155
51588,55689,0.906119109592811
51588,10190,0.993289075711759
80007,1173,0.977017376414712
80007,9631,0.911413566312992
80007,80153,0.992372544796539
80007,10928,0.9998532588968
80007,1213,0.997346600035556
80007,8218,0.999999945368051
80007,55589,0.999160112407554
80007,22848,0.996209461405369
80007,5990,0.999990488220358
80007,5989,0.99999990590669
80007,55297,0.999997582337841
80007,8087,0.766920988846853
80007,9026,0.999998925650345
80007,3092,0.999999807591038
80007,85021,0.94243830283167
80007,55364,0.999942411000675
80007,161,0.955797134549434
80007,5594,0.796879891196873
80007,5595,0.938592022601141
80007,162,0.98397865863117
80007,29924,0.751653991366455
80007,55040,0.935445352232167
80007,5286,0.999999004567819
80007,9685,0.969573612615928
80007,8301,0.999996828465409
80007,9253,0.999999964948552
80007,8650,0.999999991215769
80007,2580,0.99999205895138
80007,8655,0.98276722528442
80007,22978,0.999739661113959
80007,51454,0.999993922894548
80007,7174,0.998509936922812
80007,1629,0.99206884885174
80007,5442,0.974434551509753
80007,57180,0.847326502373801
80007,55872,0.995318083024615
80007,55149,0.99989088821353
80007,1627,0.751416366212462
80007,8310,0.999999696804749
80007,5515,0.987513137797659
80007,57559,0.99999996746172
80007,121441,0.999999784517371
80007,10617,0.99999999509435
80007,51512,0.984096060009085
80007,23549,0.999938605758486
80007,158,0.862275908667715
80007,1147,0.826827082085998
80007,1175,0.765900106844508
80007,8723,0.999801160371577
80007,57706,0.999999776624672
80007,144983,0.999998557125889
80007,8867,0.99999838379533
80007,347,0.789771404806953
80007,11187,0.780711617243131
80007,401548,0.948239351592726
80007,23545,0.984380047214198
80007,57658,0.999161663564733
80007,26060,0.998058088646207
80007,57498,0.988990742484343
80007,51068,0.987166379167653
80007,23268,0.993499050363997
80007,10490,0.999084243275406
80007,23729,0.999491336883771
80007,121355,0.981203916200726
80007,93974,0.997945108752165
80007,5425,0.84118381522843
80007,374659,0.999998825576623
80007,23063,0.882305814459785
80007,55313,0.947621828190673
113791,54407,0.824218891016442
113791,7037,0.833190693964389
113791,728378,0.898548289399459
113791,1643,0.995061291307427
113791,5420,0.949977874561269
113791,23446,0.9848183167576
113791,221662,0.983918618770503
5645,649,0.977428079864322
5645,51119,0.894399701705158
5645,153642,0.937039875932329
5645,79006,0.827725135044031
5645,285362,0.787987422262266
5686,5685,0.99996560019724
5686,5688,0.999962285472282
5686,143471,0.999999987860962
5686,5683,0.99999999169216
5686,5682,0.99999999157783
5686,5684,0.999315887128559
5686,5689,0.99999527784804
5686,5687,0.999512009427869
5686,23198,0.99999953880532
5686,5690,0.99999998389973
5686,5720,0.97575027118246
5686,5695,0.99999999936297
5686,25793,0.99662612811455
5686,51371,0.999940855233795
5686,5694,0.999878071803022
5686,56984,0.99993679625157
5686,10197,0.98225712454169
5686,5721,0.998222971928914
5686,5692,0.99999998860245
5686,5691,0.99999999818922
5686,5693,0.999843858644298
5686,5699,0.99999963147738
5686,8624,0.9998669735147
5686,80011,0.996934924627025
5686,9491,0.99999902267508
5686,84262,0.999859942089797
5686,389362,0.999983198763353
5686,5698,0.99999999705204
387496,201633,0.9730367539327
387496,51507,0.941093408503807
387496,51119,0.843545789645518
387496,27010,0.999725886911609
387496,4153,0.999967457577617
387496,7111,0.978986515620191
387496,5313,0.997780787033211
387496,221823,0.850181020818969
387496,51128,0.959664496510056
387496,9828,0.996634835613976
387496,1841,0.789571159616459
8625,9943,0.990985756056441
8625,24148,0.904790843865282
8625,80004,0.989400840106896
8625,9401,0.880877423874825
8625,9138,0.96350464102609
8625,8189,0.999779743475778
8625,64864,0.999997613853921
8625,2969,0.904921518179737
8625,9918,0.99810713460661
8625,5426,0.787236961119059
8625,23354,0.9888552298291
8625,10919,0.964985806365105
8625,5993,0.99999999999602
8625,1856,0.999260084317544
8625,84220,0.91560045757237
8625,79990,0.797601062968955
8625,128239,0.901294290133468
8625,984,0.981606891384917
8625,252983,0.999380043602363
8625,51750,0.981233169597924
8625,3069,0.841325129129989
8625,23102,0.999537016865181
8625,55197,0.999091489822992
8625,54919,0.930842738974271
8625,9320,0.999066574656713
8625,317,0.999976894608926
8625,5187,0.855717223356438
8625,25793,0.910033455466797
8625,5558,0.989179190635136
8625,5884,0.998467947565892
8625,54963,0.773460951924939
8625,10051,0.988386083535912
8625,5378,0.999076902818307
8625,4791,0.908045155399941
8625,54870,0.987646341454506
8625,23064,0.91372747716277
8625,253143,0.927406620259966
8625,5610,0.864480217165528
8625,26128,0.96185949074499
8625,81610,0.987596133251615
8625,64895,0.999991239611176
8625,55655,0.999871437854392
8625,55130,0.994895513019105
8625,80124,0.998575620676914
8625,51132,0.94033300432667
8625,6934,0.756439451715156
8625,2186,0.99997422977321
8625,25821,0.916663497195343
8625,57139,0.999674284308116
8625,10982,0.999276069520747
8625,10111,0.842898838393755
8625,54971,0.988993578814037
8625,64411,0.993278549395227
8625,5313,0.997780787033211
8625,5894,0.809448350792598
8625,8131,0.92877110670335
8625,54882,0.994456521614854
8625,116113,0.962871388054888
8625,7057,0.987538569331315
8625,23042,0.959985044812749
8625,79016,0.935272665233685
8625,63922,0.9955715296532
8625,9735,0.99820825241582
8625,55871,0.862027692887673
8625,57082,0.850712688468687
8625,23137,0.998755240556883
8625,8986,0.951590053106036
8625,8458,0.986969069930424
8625,22894,0.839180498643795
8625,10592,0.795009857684661
8625,221937,0.94105848459445
8625,3607,0.998316501596525
8625,55324,0.971127105444952
8625,5994,0.999999975638204
8625,5599,0.988679210075204
8625,5557,0.991631659520497
8625,79075,0.839092693766371
8625,80347,0.991072535707284
8625,1719,0.991645778872359
8625,51361,0.99139890411252
8625,55181,0.984195947639976
8625,23154,0.78409182349045
8625,26145,0.999871578591834
8625,23294,0.835027807572564
8625,8724,0.949450585761964
8625,4665,0.999762744698796
8625,5424,0.968256209436799
8625,10443,0.941572735101321
8625,83540,0.993898827346168
8625,4796,0.952087296694066
8625,5983,0.794911227220393
8625,54961,0.985660781038339
8625,10869,0.76755103474463
8625,9677,0.987272301212036
8625,9639,0.949121118661344
8625,90378,0.978239664375335
8625,9610,0.987846348940786
8625,221927,0.956256007644276
8625,2175,0.850524778001965
8625,138151,0.949238245578434
8625,23141,0.830684025439211
8625,57645,0.954478645316818
8625,79598,0.991683203414413
8625,27072,0.982900265746079
51119,3487,0.999994242638064
51119,5313,0.956989479540915
51119,51631,0.98332283272513
729238,8218,0.9986477712345
729238,728378,0.894545648052204
729238,57521,0.961870657442481
729238,10165,0.808723439852332
729238,8604,0.776013418922767
729238,51654,0.904519564696198
729238,10166,0.976451532118186
729238,5636,0.984796700016816
729238,3985,0.999999939997881
729238,9212,0.854283343719452
729238,11001,0.997004681526314
729238,23657,0.885991208352189
729238,118980,0.991909139648598
729238,55830,0.782369950868268
729238,57038,0.777937129837047
729238,11135,0.879022275832841
729238,4257,0.97192800615862
729238,79810,0.963316544130472
729238,11269,0.76925584830902
729238,8934,0.805214404270881
729238,151176,0.940766027311052
729238,7428,0.98737049232177
139886,80204,0.999937821236086
139886,27010,0.992740215003711
139886,4153,0.999554359146084
139886,5313,0.98640951197867
139886,54876,0.999976858434321
139886,10927,0.75428755683463
339448,9555,0.939004024514481
339448,8969,0.942022517549056
339448,317772,0.957364776597154
339448,55327,0.87084201898845
339448,51678,0.999740888781686
339448,140901,0.99999999999653
339448,149420,0.999999918795639
339448,84864,0.999593368508396
339448,644,0.987551697118068
339448,23468,0.988451710368817
339448,354,0.999999951068055
339448,22894,0.85384208444257
339448,10038,0.979460541086757
339448,440686,0.854559350051245
339448,27010,0.87618158998084
339448,10768,0.937856095552758
339448,5657,0.998003254884199
6716,5806,0.999999938143799
6716,5313,0.999342975356131
6716,1209,0.994076814499259
90316,90655,0.999999927407464
90316,58516,0.99999998985787
90316,5926,0.999999984008449
90316,51742,0.999999993683252
90316,3622,0.999999993064698
90316,8819,0.999999996042632
90316,79685,0.999999983968734
90316,3065,0.999387669924813
90316,3066,0.99166350091512
90316,25942,0.999999658220521
90316,23309,0.999999715368838
90316,79595,0.999999986658169
90316,64426,0.999999991225908
90316,84629,0.999997421070499
