Gene,HEKTE,HCT116,U2OS
720,0.09417909172050874,0.06019521338659769,0.2281349250603816
721,0.07177346568863054,0.062175616632574655,0.2423943864715987
722,0.0,0.0,0.0
725,0.08386749957334921,0.0,0.029260893227443886
726,0.18285098260109595,0.14793474758540204,0.2676144996909204
727,0.09643515622973034,0.00986836640069617,0.03830459055167745
728,0.0294544004447698,0.04385105895612175,0.0996010930128549
729,0.0,0.0,0.0
730,0.0,0.0,0.04192638263329018
731,0.0,0.0,0.0
732,0.0,0.0,0.0
733,0.06278260651789479,0.00986836640069617,0.015384164829807112
734,0.2037493329727443,0.3155675458000875,0.21512842041558305
735,0.002533943208326684,0.0,0.0
738,0.32136759171725826,0.3875105807483395,0.3414440110361229
740,0.3319677462059499,0.43822694508084764,0.38308092085002227
